order_id,customer_id,order_date,shipping_date,order_status,total_amount
132424,2216,2024-09-03,,Cancelled,217.41
510124,4513,2024-07-23,2024-07-25,Shipped,175.06
460402,5101,2024-10-30,2024-11-01,Shipped,409.52
660424,1003,2024-11-07,2024-11-14,Shipped,350.45
802992,8303,2024-06-05,,Cancelled,25.97
788819,3882,2024-12-01,,Cancelled,401.82
667796,3047,2024-10-21,2024-10-27,Pending,394.02
554757,9885,2024-07-23,2024-07-26,Shipped,451.1
392257,8147,2024-09-06,2024-09-10,Delivered,324.99
783980,6154,2024-06-14,2024-06-20,Shipped,93.69
910143,8160,2024-12-15,2024-12-17,Pending,207.07
949680,8206,2024-10-09,2024-10-15,Delivered,48.91
804279,5821,2024-10-30,2024-11-01,Pending,286.73
463738,6827,2024-10-03,,Cancelled,226.61
865500,4177,2024-10-12,,Returned,401.33
871108,6576,2024-09-30,2024-10-04,Delivered,338.01
373320,2501,2024-12-12,2024-12-19,Shipped,331.39
380451,8311,2024-10-26,,Cancelled,259.63
674291,9128,2024-12-28,2025-01-04,Delivered,300.1
636175,6715,2024-06-05,2024-06-08,Pending,92.46
308957,9336,2024-08-09,,Returned,488.37
367090,7263,2024-09-13,,Cancelled,74.55
174228,3341,2024-10-21,2024-10-28,Pending,301.41
958763,6196,2024-08-11,,Returned,57.48
684796,9685,2024-10-31,2024-11-03,Pending,40.56
683268,6137,2024-09-12,2024-09-16,Shipped,426.82
258489,4607,2024-07-23,2024-07-29,Pending,429.56
103064,8572,2024-09-26,2024-09-29,Pending,311.96
851712,5266,2024-08-11,2024-08-13,Delivered,156.76
489785,2268,2024-07-02,2024-07-05,Shipped,405.99
974045,3346,2024-08-29,,Cancelled,172.84
907721,6419,2024-10-26,2024-10-29,Pending,48.44
917282,7386,2024-10-08,,Cancelled,427.82
347201,1919,2024-10-07,,Cancelled,346.24
615018,7418,2024-09-10,2024-09-14,Shipped,30.37
314932,7529,2024-10-15,2024-10-18,Pending,148.8
916832,1173,2024-07-07,,Returned,116.5
569102,9072,2024-10-25,,Cancelled,143.59
964398,5777,2024-10-04,,Returned,359.45
102470,4745,2024-07-24,,Cancelled,174.63
122387,2770,2024-11-10,2024-11-12,Pending,151.96
316087,3461,2024-09-14,,Cancelled,375.27
146491,8694,2024-06-30,2024-07-06,Pending,247.84
379832,4667,2024-06-28,2024-07-02,Delivered,454.31
160998,7059,2024-08-28,,Cancelled,218.87
699771,7475,2024-09-11,2024-09-18,Delivered,236.69
878703,4670,2024-09-24,2024-09-28,Shipped,275.67
999667,5821,2024-07-26,2024-07-31,Shipped,173.1
762688,3621,2024-09-02,,Cancelled,81.64
269453,4997,2024-07-27,2024-07-31,Shipped,423.54
459698,5275,2024-09-21,2024-09-25,Pending,263.22
334753,7396,2024-12-24,,Cancelled,176.24
492052,8921,2024-08-28,2024-09-04,Pending,307.07
956505,9818,2024-08-05,2024-08-09,Delivered,358.1
132259,5150,2024-09-03,,Cancelled,346.07
418982,1610,2024-10-05,2024-10-11,Shipped,78.51
799297,6163,2024-10-16,2024-10-23,Pending,337.25
171810,3165,2024-07-14,,Cancelled,90.56
171010,4173,2024-10-09,2024-10-11,Pending,499.52
268200,4906,2024-06-15,,Cancelled,123.52
865897,1116,2024-11-15,2024-11-19,Shipped,296.81
909791,8278,2024-07-25,,Cancelled,176.64
538312,9228,2024-12-29,2025-01-03,Shipped,52.4
441880,2294,2024-11-04,2024-11-11,Delivered,189.72
609646,3877,2024-12-09,,Cancelled,56.69
966080,2273,2024-09-15,2024-09-18,Delivered,399.08
737882,3875,2024-08-05,,Returned,161.78
541060,2089,2024-08-14,2024-08-20,Pending,240.24
516519,8450,2024-09-08,2024-09-11,Delivered,135.43
390258,9769,2024-08-02,,Cancelled,214.11
377601,1315,2024-10-23,2024-10-26,Pending,122.17
341346,7589,2024-09-21,2024-09-25,Delivered,196.12
161058,6469,2024-09-01,2024-09-07,Pending,374.88
715708,1352,2024-08-31,2024-09-07,Pending,185.65
879512,9677,2024-11-04,2024-11-08,Shipped,391.49
605665,3989,2024-12-13,,Cancelled,483.73
707026,6052,2024-06-18,2024-06-20,Shipped,103.36
146056,1052,2024-06-04,2024-06-06,Shipped,127.59
724277,2773,2024-10-10,,Returned,50.74
627754,9978,2024-11-18,,Cancelled,23.74
127367,4100,2024-08-25,,Returned,175.58
288070,1322,2024-07-31,2024-08-05,Pending,31.96
123403,6943,2024-07-01,2024-07-04,Shipped,335.04
475633,7353,2024-11-07,2024-11-13,Shipped,360.06
905307,9538,2024-09-10,2024-09-13,Pending,43.09
203558,3881,2024-07-25,2024-07-31,Shipped,316.18
315559,9434,2024-08-19,,Cancelled,249.99
839824,6683,2024-12-20,2024-12-23,Shipped,345.7
994583,8270,2024-10-22,,Returned,271.58
766769,9460,2024-07-03,,Returned,373.04
238209,4780,2024-10-27,2024-11-03,Shipped,389.34
184599,7283,2024-07-21,,Returned,361.15
787821,1382,2024-09-09,,Cancelled,75.65
380131,9873,2024-08-18,,Returned,407.98
458066,4940,2024-06-28,,Returned,235.39
810850,4825,2024-07-12,,Cancelled,378.59
678611,7982,2024-06-15,2024-06-19,Delivered,394.15
656955,2757,2024-11-11,2024-11-18,Shipped,242.26
340862,9804,2024-11-21,2024-11-23,Pending,374.67
958275,2673,2024-10-18,,Returned,419.92
684796,5048,2024-09-14,,Cancelled,439.85
120671,7603,2024-11-05,,Returned,181.58
556289,4084,2024-11-09,,Cancelled,466.93
563729,4166,2024-06-20,,Cancelled,60.19
113613,9909,2024-10-20,,Returned,395.01
962697,7939,2024-08-24,2024-08-26,Delivered,94.66
997056,1707,2024-12-22,,Cancelled,117.35
424573,5389,2024-08-30,2024-09-04,Shipped,30.97
412278,9386,2024-11-01,2024-11-08,Pending,246.37
964833,6304,2024-06-13,,Returned,476.86
413045,5075,2024-06-03,,Cancelled,356.29
907727,7991,2024-06-17,2024-06-20,Pending,356.64
515540,1733,2024-08-30,2024-09-03,Pending,73.07
622819,1902,2024-06-08,2024-06-13,Pending,421.95
278467,6427,2024-11-22,2024-11-24,Shipped,498.98
457566,9239,2024-12-26,2024-12-28,Shipped,81.49
992450,8258,2024-07-14,2024-07-18,Delivered,488.29
118245,8491,2024-07-19,2024-07-22,Pending,159.46
325982,7804,2024-08-11,2024-08-13,Pending,340.79
924713,7758,2024-07-26,2024-07-29,Pending,489.07
877513,4196,2024-10-15,2024-10-17,Shipped,406.66
327645,3065,2024-06-27,2024-07-02,Delivered,203.33
945549,2268,2024-12-09,2024-12-12,Pending,434.62
985566,3630,2024-12-29,2025-01-03,Pending,312.85
195162,1253,2024-09-12,,Cancelled,126.39
690136,6292,2024-07-27,2024-08-01,Delivered,162.19
776471,3808,2024-09-20,,Returned,153.47
521201,1340,2024-07-02,,Returned,464.78
335493,7000,2024-09-26,2024-10-02,Delivered,288.88
599743,3485,2024-09-06,,Returned,411.26
513405,2411,2024-06-29,2024-07-04,Pending,111.44
986666,2248,2024-08-03,2024-08-07,Pending,353.6
890411,9953,2024-06-26,,Returned,362.92
440765,1287,2024-09-29,2024-10-05,Pending,403.84
424809,1260,2024-09-03,2024-09-08,Shipped,94.5
159813,3980,2024-12-18,,Returned,50.23
378280,7675,2024-10-20,2024-10-23,Pending,485.04
981178,9457,2024-07-18,2024-07-24,Delivered,252.61
656256,9069,2024-08-09,,Returned,117.81
482089,7518,2024-10-23,,Returned,82.64
139315,6297,2024-12-03,2024-12-08,Pending,476.72
381759,8343,2024-10-07,2024-10-09,Pending,459.55
211229,5790,2024-08-21,2024-08-23,Pending,175.53
523367,5897,2024-12-24,2024-12-31,Pending,339.4
936598,4414,2024-07-24,,Cancelled,205.77
267094,5862,2024-12-18,,Returned,477.29
525660,4862,2024-06-20,2024-06-23,Shipped,319.54
295053,1745,2024-06-09,2024-06-14,Pending,154.6
175326,3183,2024-09-14,,Cancelled,194.77
616769,4900,2024-08-27,2024-09-01,Pending,260.14
308471,8040,2024-09-25,2024-10-02,Delivered,185.0
152350,4827,2024-06-16,2024-06-20,Pending,343.41
316270,2796,2024-07-16,2024-07-22,Pending,451.9
121414,1507,2024-12-18,,Returned,374.47
489194,2313,2024-06-27,2024-06-29,Delivered,226.82
700773,5245,2024-09-25,,Cancelled,22.86
169017,3987,2024-11-28,,Cancelled,313.56
868435,9452,2024-07-11,2024-07-15,Pending,231.79
915223,9787,2024-08-12,,Returned,237.15
150368,6066,2024-09-29,,Cancelled,246.81
962006,6955,2024-10-30,,Returned,85.62
145484,5926,2024-10-19,2024-10-25,Shipped,181.47
544039,5961,2024-12-19,,Returned,221.47
705377,4510,2024-09-22,2024-09-29,Shipped,380.51
395000,2526,2024-08-31,2024-09-03,Shipped,228.64
371912,5028,2024-09-28,,Cancelled,463.42
335312,6860,2024-09-02,2024-09-05,Delivered,152.04
793861,8833,2024-09-16,2024-09-23,Delivered,373.16
687281,2618,2024-08-10,,Returned,408.26
155679,7512,2024-11-15,,Returned,168.46
800188,6156,2024-09-11,2024-09-17,Pending,41.21
900906,8397,2024-09-13,2024-09-20,Delivered,82.77
281276,6747,2024-12-09,2024-12-11,Delivered,416.88
736260,3342,2024-10-06,,Cancelled,319.33
191803,7101,2024-07-10,,Cancelled,32.78
415820,9795,2024-12-10,2024-12-13,Pending,451.82
953258,6838,2024-08-18,2024-08-23,Shipped,487.95
276015,9056,2024-12-17,2024-12-24,Delivered,78.24
212465,3778,2024-07-18,2024-07-24,Shipped,316.6
761109,1465,2024-09-01,2024-09-03,Pending,288.95
659777,4944,2024-09-07,2024-09-13,Pending,226.44
569274,9812,2024-09-19,2024-09-23,Shipped,198.81
773904,3600,2024-11-30,,Cancelled,184.67
860200,9580,2024-12-27,2024-12-31,Pending,206.52
928389,5835,2024-09-04,,Cancelled,236.92
779681,8107,2024-08-21,2024-08-23,Delivered,182.14
331506,6877,2024-06-09,,Cancelled,52.34
250192,4684,2024-08-25,2024-09-01,Delivered,197.8
624869,1227,2024-08-06,2024-08-11,Pending,147.63
819734,3467,2024-06-22,,Returned,28.89
829593,1527,2024-08-04,,Cancelled,69.21
134547,8125,2024-12-22,2024-12-29,Pending,30.22
421468,9516,2024-11-18,,Cancelled,468.78
310479,3677,2024-12-11,2024-12-18,Delivered,380.67
416139,4042,2024-12-06,2024-12-12,Shipped,79.55
974376,7874,2024-08-22,2024-08-26,Pending,293.3
618710,8104,2024-06-25,2024-06-28,Delivered,408.76
968652,6042,2024-07-28,2024-08-01,Shipped,389.28
717921,9023,2024-08-04,2024-08-06,Delivered,319.09
541331,3324,2024-07-31,,Returned,264.82
809492,2587,2024-06-22,,Cancelled,191.35
775693,7126,2024-09-27,2024-10-02,Shipped,85.56
112688,5564,2024-11-29,2024-12-06,Pending,85.96
998327,4162,2024-09-14,2024-09-18,Delivered,142.83
301223,2604,2024-06-22,2024-06-27,Pending,96.03
151618,4522,2024-11-19,,Returned,312.94
651746,4821,2024-10-13,2024-10-18,Delivered,489.84
772201,2582,2024-06-08,,Returned,290.0
275110,7461,2024-11-11,,Returned,345.75
478886,9586,2024-09-04,2024-09-08,Shipped,451.2
658182,7184,2024-12-06,,Returned,376.04
297366,4482,2024-09-06,2024-09-13,Pending,403.69
154898,9319,2024-12-18,2024-12-22,Shipped,471.33
282412,1093,2024-12-05,2024-12-08,Delivered,448.05
318889,2101,2024-12-30,2025-01-02,Delivered,99.02
641026,1209,2024-07-05,2024-07-09,Delivered,257.48
743599,8921,2024-06-07,2024-06-09,Pending,425.23
858557,2274,2024-07-03,,Returned,453.29
184344,1278,2024-11-11,,Cancelled,281.39
856998,9354,2024-11-07,2024-11-11,Shipped,401.17
372170,6631,2024-12-24,,Returned,451.57
326546,3465,2024-08-21,,Returned,39.36
903825,3222,2024-10-02,2024-10-08,Shipped,372.79
665843,9029,2024-06-02,2024-06-06,Delivered,285.86
692103,2949,2024-12-20,2024-12-23,Shipped,29.63
640666,5696,2024-06-09,2024-06-12,Pending,498.83
420999,7677,2024-07-08,2024-07-14,Delivered,405.32
226209,2914,2024-07-19,2024-07-25,Pending,161.57
337156,2628,2024-06-23,,Returned,242.47
464694,4816,2024-07-21,,Returned,481.21
148505,9028,2024-09-14,,Cancelled,426.24
161646,6709,2024-07-22,2024-07-28,Shipped,367.41
928524,9887,2024-09-30,2024-10-07,Delivered,333.01
552606,1945,2024-06-18,2024-06-21,Pending,149.38
557820,2342,2024-11-18,2024-11-22,Shipped,56.31
512517,5307,2024-06-18,,Cancelled,440.22
900796,8688,2024-07-17,2024-07-23,Pending,344.27
465932,6123,2024-11-19,2024-11-26,Pending,484.9
475212,6390,2024-11-11,,Returned,186.42
889304,4453,2024-07-07,2024-07-10,Pending,199.56
555456,1645,2024-09-22,,Cancelled,303.4
328719,8653,2024-12-23,2024-12-25,Delivered,495.98
481131,9679,2024-06-07,2024-06-11,Shipped,354.88
878281,3969,2024-07-04,2024-07-08,Delivered,245.38
595445,6849,2024-11-08,,Returned,42.96
405193,4435,2024-11-13,,Returned,301.94
548686,2465,2024-06-12,,Returned,163.15
530183,7228,2024-09-28,,Cancelled,89.76
952328,9509,2024-12-01,2024-12-08,Shipped,181.18
701437,2553,2024-07-22,,Returned,338.49
959152,2607,2024-11-13,2024-11-17,Delivered,263.2
358562,5058,2024-08-23,2024-08-27,Pending,21.46
622744,1530,2024-10-06,2024-10-09,Pending,445.75
686617,5434,2024-12-05,2024-12-09,Shipped,242.67
300692,3539,2024-08-05,,Cancelled,203.65
810231,5038,2024-06-19,2024-06-21,Pending,156.45
996961,9351,2024-11-16,,Cancelled,415.72
666911,8648,2024-12-29,,Cancelled,185.36
792886,8420,2024-11-22,2024-11-25,Delivered,176.24
267422,4016,2024-10-12,,Cancelled,284.9
133562,4518,2024-10-30,2024-11-04,Pending,99.63
714248,8346,2024-08-07,,Cancelled,62.3
224877,6127,2024-07-06,2024-07-08,Shipped,348.3
849745,1227,2024-10-12,2024-10-16,Pending,487.33
338372,9646,2024-07-28,,Cancelled,196.75
510158,1302,2024-08-10,2024-08-17,Delivered,378.16
845756,5469,2024-11-21,2024-11-28,Delivered,386.31
142130,5878,2024-11-04,,Returned,342.8
191401,5872,2024-06-15,2024-06-22,Shipped,91.43
832691,5055,2024-11-13,2024-11-20,Pending,163.68
737349,9586,2024-07-28,2024-08-02,Delivered,318.46
835548,6485,2024-08-07,2024-08-13,Shipped,218.99
535881,9462,2024-06-12,2024-06-16,Pending,231.6
483404,8115,2024-06-04,2024-06-07,Delivered,249.76
980546,3690,2024-07-16,,Cancelled,444.75
579156,6513,2024-06-11,2024-06-18,Delivered,28.95
670357,7381,2024-09-10,,Returned,158.09
258360,8646,2024-09-01,,Cancelled,76.44
210494,5222,2024-06-11,,Returned,430.48
669754,9889,2024-07-18,,Returned,415.62
708309,6196,2024-12-27,2024-12-30,Shipped,423.38
498338,1896,2024-12-06,2024-12-13,Shipped,256.99
591067,8042,2024-07-01,,Cancelled,379.04
607536,3828,2024-12-21,,Cancelled,421.71
999171,7044,2024-12-12,,Cancelled,354.64
273130,4637,2024-08-09,2024-08-13,Delivered,487.83
978900,2320,2024-06-09,2024-06-16,Pending,322.51
709955,4706,2024-12-31,,Returned,496.85
205228,5808,2024-10-03,2024-10-08,Shipped,391.37
126251,9339,2024-11-30,,Returned,102.9
608469,2787,2024-09-10,2024-09-14,Delivered,407.33
644488,4744,2024-12-02,2024-12-08,Delivered,477.31
710689,7018,2024-08-25,2024-08-28,Pending,118.33
692731,3373,2024-12-13,2024-12-15,Delivered,84.45
313041,1374,2024-06-11,2024-06-18,Pending,259.92
918435,3937,2024-09-08,,Returned,194.8
389221,5684,2024-12-30,,Returned,481.05
386838,8620,2024-09-11,,Cancelled,123.67
609342,8424,2024-07-24,,Cancelled,225.83
694305,3254,2024-08-01,2024-08-03,Delivered,397.0
688578,2162,2024-06-17,,Returned,174.19
381662,4553,2024-10-07,,Cancelled,44.19
893951,5378,2024-10-31,2024-11-04,Pending,362.47
384391,8811,2024-06-03,2024-06-07,Delivered,189.79
732767,9339,2024-12-09,2024-12-11,Shipped,119.38
905330,2506,2024-09-19,2024-09-23,Shipped,154.1
970134,3609,2024-07-23,,Cancelled,183.46
700139,5316,2024-07-23,2024-07-25,Delivered,481.97
475395,3339,2024-12-15,,Cancelled,334.4
705364,4095,2024-08-15,2024-08-21,Delivered,185.83
171478,6979,2024-12-11,,Returned,293.73
467614,5370,2024-08-09,2024-08-12,Shipped,164.37
326942,1504,2024-08-02,,Cancelled,115.33
659389,5986,2024-10-03,2024-10-07,Pending,71.31
539481,4649,2024-09-20,2024-09-23,Delivered,368.09
418506,1210,2024-07-03,2024-07-06,Pending,328.46
595351,1279,2024-10-27,2024-11-02,Shipped,73.08
743031,4548,2024-11-21,,Cancelled,392.86
315045,4571,2024-09-19,2024-09-25,Shipped,243.83
144633,4697,2024-12-26,2024-12-28,Delivered,461.45
309627,9171,2024-10-17,,Returned,194.33
152795,1870,2024-10-08,2024-10-10,Delivered,370.8
374265,4500,2024-11-14,2024-11-19,Shipped,157.73
878657,6079,2024-12-30,2025-01-04,Delivered,242.42
308279,7298,2024-12-11,,Cancelled,63.5
220959,7473,2024-07-30,2024-08-01,Pending,281.33
293298,1456,2024-07-28,2024-08-02,Shipped,42.8
794132,8658,2024-11-19,2024-11-23,Shipped,297.74
380064,1856,2024-08-31,2024-09-05,Shipped,208.62
458849,3397,2024-06-06,,Cancelled,193.09
541788,7497,2024-11-01,2024-11-03,Pending,231.08
676815,3305,2024-07-19,,Returned,288.68
553823,5085,2024-12-30,2025-01-04,Delivered,36.42
724612,4179,2024-12-16,,Returned,353.03
360366,7496,2024-09-18,2024-09-23,Delivered,161.9
775350,4094,2024-12-26,2024-12-28,Pending,449.4
835085,7989,2024-06-16,2024-06-20,Delivered,58.23
244304,7070,2024-08-12,2024-08-18,Delivered,158.48
824048,9411,2024-12-26,,Cancelled,146.65
825416,9255,2024-11-10,2024-11-14,Pending,442.37
281322,7860,2024-06-01,2024-06-03,Shipped,387.9
215935,6225,2024-11-30,,Cancelled,191.12
681298,2501,2024-12-24,2024-12-29,Pending,244.08
592677,6111,2024-11-19,,Returned,341.76
804253,6261,2024-07-26,2024-08-01,Pending,29.7
629331,2281,2024-10-11,2024-10-15,Shipped,291.26
257126,9192,2024-10-13,2024-10-19,Shipped,105.42
289806,4013,2024-10-23,2024-10-26,Delivered,496.58
226797,4353,2024-07-14,2024-07-17,Shipped,499.31
261334,9547,2024-12-20,2024-12-27,Delivered,340.82
289799,8945,2024-11-08,2024-11-14,Shipped,367.64
473566,3285,2024-10-21,2024-10-25,Delivered,430.13
312245,1797,2024-06-01,2024-06-07,Pending,316.31
884316,6379,2024-10-06,2024-10-08,Shipped,93.34
151196,7142,2024-08-26,,Returned,232.29
947408,3891,2024-11-01,2024-11-08,Shipped,344.1
137600,7099,2024-06-24,2024-06-26,Delivered,355.17
412226,1368,2024-07-30,2024-08-04,Shipped,214.35
268941,6864,2024-12-03,,Returned,271.53
779863,5596,2024-08-07,,Cancelled,351.79
500537,5443,2024-06-26,2024-06-30,Pending,398.46
103963,6766,2024-06-03,,Cancelled,480.49
198702,5435,2024-10-11,2024-10-18,Pending,342.88
777784,4020,2024-07-07,,Cancelled,376.28
746602,3319,2024-06-10,2024-06-17,Shipped,91.59
382616,7409,2024-08-08,2024-08-12,Shipped,176.53
289317,9767,2024-09-18,2024-09-23,Pending,361.49
356743,4313,2024-10-03,,Returned,428.76
857889,9103,2024-12-11,2024-12-16,Shipped,89.02
116505,8550,2024-06-25,,Cancelled,117.92
731131,2950,2024-07-16,2024-07-19,Shipped,415.75
116779,3124,2024-11-13,,Returned,272.54
907940,2032,2024-07-26,2024-08-01,Pending,310.2
530563,7664,2024-08-06,2024-08-12,Pending,258.98
842134,2248,2024-07-18,2024-07-20,Pending,366.78
949040,9174,2024-06-04,,Returned,73.22
801678,1723,2024-11-11,2024-11-17,Shipped,481.0
797783,3551,2024-09-21,2024-09-24,Delivered,296.91
423471,8773,2024-08-30,2024-09-03,Pending,122.75
533128,3768,2024-09-20,,Returned,452.9
314032,6138,2024-12-30,2025-01-04,Pending,165.43
946047,1837,2024-10-30,,Cancelled,369.01
329108,4637,2024-08-05,2024-08-07,Shipped,104.77
165919,1563,2024-09-15,,Cancelled,412.81
130269,5915,2024-10-21,,Returned,441.27
243557,2132,2024-06-02,,Cancelled,296.43
651677,3429,2024-09-14,,Cancelled,234.66
190580,6971,2024-06-05,,Returned,372.96
161910,4624,2024-10-18,2024-10-25,Shipped,28.61
798370,7255,2024-07-03,,Returned,331.75
914152,1314,2024-11-30,2024-12-02,Pending,72.32
968719,1773,2024-10-27,,Cancelled,240.95
469770,3307,2024-11-28,,Cancelled,468.58
599646,2743,2024-11-05,2024-11-07,Shipped,93.88
698271,9282,2024-09-14,2024-09-17,Pending,308.25
764928,5844,2024-07-27,,Cancelled,169.28
392001,2523,2024-07-14,,Returned,238.79
356922,5602,2024-07-27,,Returned,107.17
720934,7884,2024-11-25,2024-11-28,Shipped,109.46
396619,7679,2024-07-25,2024-07-28,Shipped,467.95
136784,6212,2024-12-09,2024-12-13,Pending,54.83
279981,7800,2024-10-20,,Cancelled,78.64
412793,6486,2024-10-28,2024-10-31,Pending,49.87
740645,2285,2024-06-26,,Cancelled,229.06
371659,9522,2024-12-11,2024-12-16,Shipped,135.89
780683,7068,2024-09-25,,Cancelled,234.59
970936,5203,2024-06-09,2024-06-12,Shipped,337.01
766255,2318,2024-10-12,2024-10-16,Shipped,476.48
135228,3863,2024-12-21,,Returned,130.37
949338,4170,2024-12-21,2024-12-26,Delivered,368.34
995184,4397,2024-10-06,,Returned,129.99
807389,7139,2024-06-04,2024-06-07,Pending,86.5
479096,4776,2024-06-19,,Cancelled,187.76
918783,6302,2024-08-12,2024-08-19,Shipped,296.48
670351,5387,2024-10-28,2024-10-31,Pending,478.07
429941,5632,2024-06-24,2024-07-01,Pending,63.83
605020,3243,2024-08-12,2024-08-16,Shipped,240.96
121400,7794,2024-09-28,2024-10-03,Delivered,413.3
144464,2044,2024-11-14,2024-11-19,Pending,46.29
876105,3207,2024-07-10,,Cancelled,70.0
866121,1233,2024-09-17,2024-09-24,Shipped,303.3
257323,9599,2024-07-12,,Returned,111.71
935375,6562,2024-11-02,2024-11-04,Shipped,388.08
906525,8812,2024-09-08,2024-09-13,Shipped,286.46
765327,3229,2024-12-30,,Returned,463.46
359845,7652,2024-07-13,2024-07-20,Pending,222.04
133738,8630,2024-08-03,2024-08-07,Delivered,47.62
658103,9863,2024-11-07,2024-11-10,Pending,346.72
584616,1007,2024-12-22,2024-12-25,Delivered,182.29
699452,4026,2024-12-27,,Cancelled,55.1
448455,4382,2024-12-30,2025-01-05,Delivered,251.56
470136,9613,2024-09-18,2024-09-22,Shipped,490.74
892692,8686,2024-12-18,2024-12-25,Shipped,371.55
864232,9795,2024-10-16,,Cancelled,262.36
579460,7558,2024-09-04,2024-09-11,Pending,283.78
285118,4920,2024-09-01,,Returned,198.27
855720,8267,2024-10-31,2024-11-03,Pending,51.62
263264,3924,2024-06-18,,Returned,117.28
353990,9627,2024-07-22,,Cancelled,366.49
833486,6256,2024-10-03,2024-10-05,Delivered,270.69
272212,6938,2024-08-10,2024-08-15,Shipped,372.04
525945,3030,2024-07-08,,Cancelled,420.23
603622,6951,2024-07-11,2024-07-15,Delivered,61.81
555898,2273,2024-09-03,,Returned,375.26
477677,6968,2024-08-08,,Cancelled,316.31
147782,8237,2024-10-27,2024-10-29,Pending,231.96
175396,9476,2024-07-31,,Returned,53.17
843935,4616,2024-12-24,2024-12-30,Shipped,223.93
109040,7248,2024-09-29,2024-10-02,Shipped,476.36
570851,6437,2024-07-01,,Returned,469.69
964977,3353,2024-12-12,2024-12-14,Pending,182.38
225404,2154,2024-10-20,2024-10-22,Shipped,484.38
997833,1604,2024-08-21,,Cancelled,379.68
438377,6485,2024-06-09,2024-06-14,Delivered,381.47
178294,1672,2024-12-02,2024-12-08,Pending,409.34
301484,5971,2024-10-17,,Cancelled,356.24
441210,2587,2024-07-07,,Returned,250.05
807618,8109,2024-09-05,,Cancelled,436.15
438681,1238,2024-11-08,2024-11-13,Pending,208.89
741368,4951,2024-08-18,,Cancelled,132.88
930023,1355,2024-06-16,,Cancelled,91.75
221997,5480,2024-10-22,2024-10-29,Shipped,424.86
109818,1824,2024-07-11,,Returned,460.0
820100,5497,2024-12-31,2025-01-05,Shipped,189.01
401063,1519,2024-09-01,2024-09-05,Delivered,232.67
570976,6861,2024-12-23,2024-12-26,Delivered,399.76
221819,1433,2024-12-29,,Cancelled,58.03
764051,5334,2024-10-03,2024-10-09,Pending,299.96
251201,8761,2024-11-30,,Cancelled,240.8
642820,2921,2024-10-05,2024-10-11,Delivered,427.2
654988,8182,2024-06-26,,Returned,281.57
177276,4399,2024-10-20,,Cancelled,86.02
494966,3527,2024-07-24,2024-07-28,Pending,266.38
227216,5796,2024-09-30,2024-10-05,Delivered,217.8
729115,2665,2024-09-02,2024-09-09,Shipped,152.23
138158,8029,2024-07-18,2024-07-25,Shipped,320.71
574233,5070,2024-12-15,2024-12-19,Pending,420.53
596127,1081,2024-09-07,,Returned,171.15
732828,1267,2024-12-13,2024-12-15,Shipped,354.91
497184,3684,2024-09-12,2024-09-16,Shipped,279.93
216171,6681,2024-11-26,,Returned,206.71
545843,6321,2024-11-20,,Returned,294.54
450338,5666,2024-12-13,,Returned,208.71
798557,8006,2024-08-01,,Cancelled,440.5
885573,8694,2024-06-09,,Returned,300.8
480187,9160,2024-12-03,2024-12-08,Shipped,242.1
395111,6171,2024-10-28,,Returned,348.25
651776,7970,2024-08-23,2024-08-27,Shipped,199.11
351022,1812,2024-09-12,,Cancelled,300.67
963448,7913,2024-07-27,,Returned,159.22
477944,1613,2024-07-03,2024-07-05,Shipped,344.86
111047,3498,2024-08-24,2024-08-27,Pending,431.1
219515,4569,2024-12-23,,Returned,356.0
735247,5377,2024-09-29,2024-10-03,Shipped,359.55
251028,5713,2024-08-24,2024-08-27,Pending,71.62
673547,3717,2024-12-09,,Returned,334.78
577563,6794,2024-12-08,2024-12-10,Pending,453.1
265488,5587,2024-10-07,,Returned,375.39
879837,6031,2024-09-29,2024-10-05,Pending,230.56
500313,6800,2024-07-14,,Cancelled,254.37
164847,8122,2024-07-26,2024-07-29,Pending,76.61
866092,9834,2024-06-19,2024-06-21,Delivered,247.97
427654,2729,2024-06-17,2024-06-24,Pending,168.08
216990,9124,2024-08-21,2024-08-27,Pending,140.86
440694,2890,2024-06-13,,Cancelled,47.13
115783,6988,2024-09-08,2024-09-12,Pending,171.92
388336,9017,2024-12-16,2024-12-22,Shipped,389.32
760947,2028,2024-10-22,,Returned,366.73
142651,5172,2024-10-29,2024-11-04,Pending,443.97
584213,5459,2024-12-16,2024-12-22,Delivered,310.37
395815,4510,2024-11-24,2024-11-30,Shipped,213.31
417411,6065,2024-08-23,2024-08-29,Pending,70.44
232216,4681,2024-10-24,,Cancelled,115.07
424929,2041,2024-07-27,,Cancelled,457.89
833581,1452,2024-07-21,2024-07-24,Pending,148.53
416363,1803,2024-10-19,2024-10-24,Pending,120.68
980231,2780,2024-11-05,2024-11-07,Shipped,484.19
547757,7457,2024-08-09,2024-08-14,Delivered,156.7
481233,6288,2024-10-01,2024-10-05,Shipped,117.9
896313,9741,2024-08-20,2024-08-22,Delivered,79.56
722735,8838,2024-06-10,,Cancelled,42.07
944246,3348,2024-11-16,,Returned,214.65
263319,3912,2024-12-19,,Cancelled,99.74
266943,1539,2024-09-03,2024-09-05,Pending,223.99
667920,6686,2024-09-23,,Returned,373.91
549499,7583,2024-10-13,2024-10-18,Pending,259.0
709895,5203,2024-09-30,,Returned,466.43
319714,7980,2024-10-07,2024-10-13,Pending,381.1
